Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,Candidate evaluation
947,Iowa State University,3.09,PhD,Dallas,N/A,N/A,0,N/A,3,ML Engineer,07/00,07/01,Senior Data Scientist,08/01,09/02,Junior Data Scientist,10/02,12/04,5.61,0
948,Johns Hopkins University,2.22,PhD,San Antonio,F,N/A,1,0,1,Lawyer,04/05,06/06,Senior Data Scientist,07/06,03/09,Teaching Assistant,04/09,02/10,1.83,1
949,Iowa State University,2.22,Masters,Chicago,N/A,N/A,1,0,1,ML Engineer,03/08,02/10,Junior Data Scientist,04/10,02/12,Lawyer,03/12,07/12,0.76,0
950,Indiana University Bloomington,3.55,Masters,Phoenix,N/A,N/A,0,N/A,4,ML Engineer,12/07,06/08,Junior Data Scientist,08/08,11/09,Research Assistant,01/10,04/12,2.56,0
951,University of Oklahoma,3.64,Bachelors,San Jose,N/A,N/A,0,0,0,Junior SWE,07/08,01/11,Junior Data Scientist,02/11,03/12,N/A,N/A,N/A,9.55,0
952,University of New Mexico,2.73,Bachelors,San Antonio,F,1.0,0,0,1,ML Engineer,02/07,02/09,Research Assistant,05/09,12/09,Lawyer,12/09,04/12,1.88,0
953,Iowa State University,3.64,PhD,San Jose,M,N/A,1,0,2,Senior Data Scientist,05/00,06/01,Junior SWE,08/01,11/02,Junior Data Scientist,02/03,03/05,4.7,1
954,Louisiana State University (LSU),2.08,Bachelors,Chicago,M,N/A,0,0,2,Junior SWE,03/03,07/03,Senior SWE,08/03,05/04,ML Engineer,07/04,08/06,8.89,1
955,Georgetown University,3.43,Bachelors,Phoenix,M,N/A,1,0,4,Research Assistant,10/08,09/10,Junior SWE,09/10,06/12,Senior SWE,08/12,01/13,8.64,1
956,University of South Carolina,3.09,Masters,San Jose,F,N/A,1,1,0,Senior Data Scientist,12/02,07/04,Senior SWE,09/04,01/06,ML Engineer,03/06,10/07,4.67,1
957,Harvard University,3.97,Bachelors,San Diego,N/A,0.0,0,1,3,Lawyer,02/07,01/08,Teaching Assistant,04/08,03/09,Research Assistant,04/09,01/11,0.04,0
958,Ohio State University,2.2,Masters,Houston,N/A,0.0,1,0,0,ML Engineer,01/02,05/03,ML Engineer,08/03,03/04,Senior Data Scientist,04/04,11/04,6.96,0
959,University of Miami,3.66,Bachelors,Los Angeles,M,0.0,1,0,0,Senior SWE,08/00,04/02,Senior SWE,06/02,09/02,N/A,N/A,N/A,5.68,1
960,Pennsylvania State University,3.5,Masters,New York City,N/A,N/A,0,1,0,Junior Data Scientist,05/03,02/05,Junior Data Scientist,04/05,07/07,Senior SWE,09/07,04/10,2.28,0
961,Pennsylvania State University,2.59,Bachelors,San Diego,M,N/A,0,1,0,Research Assistant,12/06,09/07,ML Engineer,10/07,11/08,Junior Data Scientist,12/08,04/09,9.4,1
962,University of Utah,3.99,Bachelors,Houston,M,N/A,1,N/A,2,Senior SWE,11/07,02/10,N/A,N/A,N/A,N/A,N/A,N/A,7.96,1
963,University of Houston,2.89,Bachelors,Houston,F,0.0,1,1,4,Teaching Assistant,12/04,02/07,Junior Data Scientist,04/07,04/08,N/A,N/A,N/A,1.26,1
964,University of Central Florida,2.69,PhD,New York City,F,1.0,0,1,1,Lawyer,10/03,01/04,Research Assistant,02/04,07/06,Research Assistant,08/06,05/07,1.69,0
965,Columbia University,3.63,Masters,San Jose,N/A,1.0,1,1,3,ML Engineer,01/04,03/06,Junior Data Scientist,04/06,01/09,Junior Data Scientist,03/09,01/10,5.36,0
966,University of Texas at Austin,2.87,Masters,Chicago,M,N/A,1,0,4,Junior Data Scientist,02/09,03/10,Junior Data Scientist,04/10,12/12,N/A,N/A,N/A,0.92,1
967,Stanford University,3.98,Bachelors,Phoenix,M,0.0,1,1,1,ML Engineer,09/00,05/01,ML Engineer,06/01,12/03,Research Assistant,01/04,12/05,4.31,1
968,Virginia Tech,3.55,PhD,Phoenix,N/A,N/A,1,1,2,Teaching Assistant,11/06,03/09,Junior SWE,04/09,04/10,N/A,N/A,N/A,1.36,0
969,University of Arizona,2.47,Masters,San Jose,F,0.0,1,N/A,3,ML Engineer,02/05,10/05,Lawyer,11/05,03/08,N/A,N/A,N/A,0.71,0
970,Florida State University,3.62,Bachelors,San Antonio,M,0.0,0,N/A,2,Junior SWE,12/05,02/08,Senior Data Scientist,03/08,07/10,Lawyer,09/10,12/12,2.45,0
971,University of Washington,3.17,Bachelors,Los Angeles,N/A,0.0,1,1,2,Senior Data Scientist,09/05,12/06,ML Engineer,02/07,10/08,Lawyer,12/08,09/09,6.88,0
972,Princeton University,2.7,Masters,Phoenix,N/A,1.0,0,N/A,2,Senior SWE,01/02,09/03,Teaching Assistant,11/03,07/04,Research Assistant,08/04,08/05,6.8,0
973,University of Houston,3.42,PhD,Los Angeles,N/A,N/A,0,1,3,Senior Data Scientist,05/02,03/04,Senior Data Scientist,05/04,12/04,N/A,N/A,N/A,7.69,0
974,Rutgers University,3.26,PhD,San Diego,M,1.0,1,N/A,1,Junior SWE,02/06,01/07,Junior SWE,02/07,11/08,N/A,N/A,N/A,4.91,0
975,Dartmouth College,2.33,Bachelors,Chicago,M,0.0,0,N/A,0,Lawyer,12/06,05/07,N/A,N/A,N/A,N/A,N/A,N/A,8.87,0
976,University of Southern California (USC),2.27,PhD,San Antonio,F,N/A,0,1,4,ML Engineer,03/06,05/07,Junior Data Scientist,08/07,03/09,Research Assistant,04/09,06/10,9.45,1
977,Johns Hopkins University,2.41,Masters,San Jose,F,1.0,1,0,4,Teaching Assistant,06/05,07/07,Junior Data Scientist,07/07,06/09,Research Assistant,09/09,02/11,2.07,1
978,University of Cincinnati,2.41,PhD,San Diego,F,1.0,0,N/A,2,Senior Data Scientist,10/09,03/10,Research Assistant,05/10,01/11,Research Assistant,02/11,09/12,0.95,0
979,Dartmouth College,2.11,PhD,Los Angeles,M,1.0,1,N/A,0,Senior SWE,10/09,10/10,Research Assistant,11/10,09/12,Teaching Assistant,10/12,04/15,6.68,1
980,University of Colorado Boulder,2.7,Bachelors,New York City,F,1.0,0,0,4,Lawyer,05/08,10/10,Lawyer,11/10,07/13,Junior SWE,08/13,07/14,6.52,0
981,University of Chicago,2.56,Masters,Philadelphia,M,N/A,1,0,1,ML Engineer,04/04,06/05,Teaching Assistant,07/05,03/08,Lawyer,06/08,03/09,4.25,1
982,Virginia Tech,3.07,Bachelors,Chicago,M,0.0,1,1,1,Senior Data Scientist,08/03,08/04,ML Engineer,09/04,03/07,Senior SWE,05/07,11/07,4.33,1
983,Johns Hopkins University,2.64,PhD,Phoenix,N/A,1.0,0,N/A,3,Lawyer,07/09,01/10,Junior SWE,01/10,02/12,Teaching Assistant,04/12,10/13,9.73,0
984,University of Miami,3.4,Masters,Dallas,F,1.0,0,1,2,Senior SWE,06/04,04/05,Lawyer,06/05,04/06,Research Assistant,05/06,05/08,7.22,0
985,Michigan State University,2.57,Masters,Los Angeles,N/A,N/A,1,0,0,Teaching Assistant,06/02,09/04,Lawyer,09/04,04/07,N/A,N/A,N/A,9.62,0
986,University of Kansas,2.53,Masters,San Antonio,N/A,0.0,1,N/A,4,Senior SWE,06/06,11/07,Senior SWE,02/08,06/09,Teaching Assistant,06/09,07/11,6.85,0
987,University of Cincinnati,3.71,Bachelors,San Jose,N/A,N/A,0,1,1,Junior SWE,08/08,05/09,Research Assistant,06/09,08/11,Junior SWE,10/11,09/13,6.29,0
988,Boston University,3.97,Masters,San Antonio,F,1.0,0,1,0,Senior SWE,03/08,09/10,Junior SWE,10/10,04/12,Senior Data Scientist,06/12,12/12,2.55,0
989,University of Kansas,3.35,Bachelors,Chicago,N/A,0.0,0,0,1,Teaching Assistant,05/02,12/03,Lawyer,01/04,06/06,Teaching Assistant,09/06,04/09,5.03,0
990,Northwestern University,2.19,Bachelors,San Diego,F,0.0,0,1,1,Senior SWE,11/04,07/06,Lawyer,08/06,06/07,Senior SWE,08/07,04/09,3.06,1
991,University of Southern California (USC),3.92,PhD,San Jose,F,0.0,1,0,0,Research Assistant,10/01,03/03,Senior Data Scientist,04/03,12/03,N/A,N/A,N/A,3.04,1
992,University of Chicago,3.57,Masters,Philadelphia,F,0.0,0,N/A,4,Junior SWE,06/03,11/05,N/A,N/A,N/A,N/A,N/A,N/A,5.08,0
993,University of Minnesota Twin Cities,3.83,Masters,Philadelphia,F,0.0,0,1,2,Junior Data Scientist,10/08,02/11,Junior SWE,03/11,01/13,N/A,N/A,N/A,1.72,1
994,University of Southern California (USC),3.98,Bachelors,San Jose,M,1.0,0,0,1,Senior Data Scientist,12/00,10/02,Teaching Assistant,12/02,01/04,Senior SWE,01/04,11/05,9.52,0
995,University of Cincinnati,3.73,Bachelors,Phoenix,N/A,0.0,0,N/A,3,Junior SWE,11/02,01/05,Teaching Assistant,01/05,01/06,Senior SWE,04/06,04/07,2.85,0
996,Massachusetts Institute of Technology (MIT),2.25,Masters,Phoenix,N/A,1.0,0,N/A,3,Lawyer,11/03,08/04,ML Engineer,11/04,05/07,Junior Data Scientist,07/07,11/09,3.65,0
997,Georgetown University,3.73,Masters,Dallas,N/A,N/A,1,0,0,Lawyer,09/06,02/09,Lawyer,02/09,09/10,Senior Data Scientist,10/10,12/11,8.93,0
998,University of Florida,2.49,Bachelors,San Diego,N/A,1.0,0,N/A,3,Research Assistant,05/00,10/02,Research Assistant,11/02,07/03,Junior SWE,08/03,08/04,2.7,0
999,University of Cincinnati,3.42,PhD,San Diego,F,0.0,1,1,2,Teaching Assistant,04/01,12/03,Junior SWE,02/04,10/06,N/A,N/A,N/A,0.25,0
1000,Indiana University Bloomington,3.65,Masters,Philadelphia,M,1.0,0,1,3,Teaching Assistant,01/05,03/07,Research Assistant,05/07,07/08,Research Assistant,08/08,03/09,0.49,1
1001,University of Chicago,3.52,Bachelors,New York City,M,0.0,1,N/A,3,Teaching Assistant,05/02,10/03,N/A,N/A,N/A,N/A,N/A,N/A,3.65,0
1002,Pennsylvania State University,3.35,Masters,San Jose,F,1.0,1,N/A,2,Junior Data Scientist,11/04,05/07,Junior SWE,08/07,09/08,Junior Data Scientist,10/08,09/10,9.19,0
1003,University of Massachusetts Amherst,2.97,Bachelors,Dallas,N/A,0.0,1,N/A,0,Lawyer,07/04,02/07,ML Engineer,04/07,07/08,N/A,N/A,N/A,9.03,0
1004,University of New Mexico,3.15,Masters,Phoenix,F,1.0,1,N/A,2,Teaching Assistant,07/08,01/09,Junior SWE,04/09,04/11,Research Assistant,04/11,02/12,8.22,0
1005,Georgetown University,2.53,PhD,Philadelphia,M,1.0,0,1,1,Senior SWE,06/05,11/07,Lawyer,12/07,12/08,N/A,N/A,N/A,7.73,0
1006,New York University (NYU),2.82,PhD,San Jose,N/A,0.0,1,N/A,2,Junior Data Scientist,03/04,09/05,Senior Data Scientist,10/05,03/08,Junior Data Scientist,06/08,01/09,4.78,0
1007,University of Michigan,2.9,PhD,Houston,N/A,1.0,1,N/A,0,Senior SWE,08/07,03/08,ML Engineer,05/08,10/10,N/A,N/A,N/A,2.39,0
1008,University of Pennsylvania,3.26,Masters,San Antonio,M,0.0,1,0,3,Junior SWE,10/03,05/04,Research Assistant,05/04,04/06,ML Engineer,06/06,06/07,1.45,1
1009,Arizona State University,3.76,Masters,Phoenix,M,1.0,1,0,2,Senior SWE,01/00,01/02,ML Engineer,02/02,06/04,Research Assistant,09/04,09/06,1.52,1
1010,University of Miami,2.18,Masters,San Antonio,N/A,0.0,0,1,1,Teaching Assistant,02/09,12/10,ML Engineer,01/11,10/12,ML Engineer,10/12,08/14,0.28,0
1011,Michigan State University,3.03,Bachelors,San Jose,F,1.0,1,0,4,Junior Data Scientist,11/02,06/05,N/A,N/A,N/A,N/A,N/A,N/A,8.38,1
1012,University of Alabama,2.55,Masters,New York City,F,0.0,0,N/A,0,Junior SWE,03/05,11/05,Junior Data Scientist,02/06,04/08,Teaching Assistant,07/08,05/10,7.31,0
1013,University of Georgia,3.87,Bachelors,Philadelphia,F,1.0,1,1,1,Senior SWE,10/03,12/05,Lawyer,03/06,12/06,Junior SWE,02/07,11/09,3.1,1
1014,Stanford University,2.73,PhD,San Jose,F,N/A,0,1,2,Junior SWE,07/02,12/02,N/A,N/A,N/A,N/A,N/A,N/A,5.35,0
1015,University of South Carolina,3.9,PhD,New York City,F,1.0,0,1,4,Junior Data Scientist,08/00,01/02,Lawyer,02/02,12/03,Lawyer,12/03,07/05,1.37,0
1016,University of North Carolina at Chapel Hill,2.65,Masters,Phoenix,F,0.0,0,0,3,Junior Data Scientist,12/06,06/07,Lawyer,06/07,05/09,Senior SWE,06/09,08/10,4.47,1
1017,University of Pennsylvania,2.0,Masters,San Diego,F,N/A,1,0,1,Lawyer,02/04,07/04,Senior SWE,10/04,04/05,Lawyer,05/05,02/06,7.35,0
1018,University of Arizona,3.54,PhD,San Antonio,M,1.0,0,0,2,Senior SWE,04/00,08/02,Lawyer,11/02,04/04,ML Engineer,05/04,05/06,3.49,1
1019,Princeton University,3.46,PhD,Los Angeles,F,0.0,1,1,2,Lawyer,12/00,01/03,Teaching Assistant,03/03,08/05,Junior SWE,08/05,03/06,8.98,0
1020,University of Kentucky,3.46,PhD,New York City,F,0.0,0,N/A,0,Lawyer,12/09,11/10,ML Engineer,11/10,07/13,Senior Data Scientist,08/13,05/16,5.76,0
1021,Carnegie Mellon University,2.91,Bachelors,Houston,F,0.0,1,N/A,1,ML Engineer,08/04,04/05,Junior Data Scientist,06/05,03/07,ML Engineer,05/07,02/08,9.61,1
1022,University of Washington,3.32,Bachelors,Los Angeles,N/A,N/A,1,1,3,Senior Data Scientist,06/09,05/11,Lawyer,08/11,08/13,ML Engineer,09/13,12/15,2.53,0
1023,Purdue University,2.71,Masters,San Antonio,F,1.0,1,1,1,ML Engineer,04/06,10/07,Research Assistant,12/07,08/09,ML Engineer,08/09,12/09,1.34,1
1024,Vanderbilt University,2.12,Bachelors,Dallas,N/A,1.0,0,N/A,1,Senior Data Scientist,12/01,06/04,Junior Data Scientist,08/04,12/04,Research Assistant,12/04,09/06,9.99,0
1025,Johns Hopkins University,3.06,PhD,San Antonio,N/A,1.0,1,N/A,1,ML Engineer,05/05,12/07,Junior Data Scientist,02/08,07/08,Senior Data Scientist,07/08,05/10,2.52,0
1026,Rutgers University,2.43,Bachelors,Houston,M,0.0,0,0,0,Senior Data Scientist,02/08,03/09,Junior SWE,04/09,03/11,Senior Data Scientist,05/11,02/13,4.31,0
1027,Harvard University,2.85,PhD,New York City,M,N/A,1,N/A,1,Research Assistant,03/09,02/11,Senior SWE,04/11,10/12,Lawyer,12/12,06/15,5.99,0
1028,Indiana University Bloomington,2.42,Masters,San Antonio,N/A,N/A,1,N/A,0,Junior Data Scientist,01/04,05/06,Research Assistant,06/06,11/07,Junior Data Scientist,01/08,12/09,0.53,0
1029,Johns Hopkins University,2.53,Bachelors,San Diego,M,1.0,0,N/A,3,Teaching Assistant,08/02,08/04,Junior SWE,08/04,03/05,Research Assistant,05/05,11/06,1.22,0
1030,University of Pennsylvania,3.65,PhD,Los Angeles,N/A,1.0,0,0,3,Senior Data Scientist,09/09,01/11,Senior Data Scientist,04/11,09/13,Senior SWE,11/13,08/14,4.07,0
1031,University of North Carolina at Chapel Hill,2.67,PhD,Los Angeles,N/A,0.0,1,1,2,Lawyer,08/09,01/11,Research Assistant,03/11,06/12,Senior Data Scientist,08/12,05/13,1.88,0
1032,Duke University,3.15,Masters,San Diego,M,0.0,1,N/A,2,Senior SWE,04/00,06/02,Research Assistant,06/02,06/04,Senior SWE,08/04,08/06,0.72,1
1033,Michigan State University,3.13,Bachelors,Philadelphia,M,1.0,1,N/A,0,Junior Data Scientist,08/06,12/08,Senior SWE,02/09,10/11,N/A,N/A,N/A,9.35,1
1034,Stanford University,2.97,Bachelors,Phoenix,F,0.0,1,0,0,Senior SWE,06/05,08/07,Research Assistant,10/07,02/10,Lawyer,03/10,11/10,9.56,1
1035,Harvard University,2.68,Masters,New York City,N/A,0.0,0,0,4,Teaching Assistant,04/01,10/03,Senior SWE,12/03,07/04,Junior SWE,09/04,06/06,7.22,0
1036,University of South Carolina,3.36,PhD,Philadelphia,N/A,N/A,1,1,3,Junior Data Scientist,10/09,05/12,Teaching Assistant,07/12,06/13,Teaching Assistant,08/13,10/14,5.41,0
1037,University of Texas at Austin,2.09,Bachelors,Houston,F,N/A,0,0,4,Research Assistant,01/00,01/02,N/A,N/A,N/A,N/A,N/A,N/A,7.74,1
1038,Rice University,2.19,Masters,Philadelphia,N/A,1.0,1,N/A,1,Senior Data Scientist,05/01,02/03,Teaching Assistant,03/03,07/03,ML Engineer,07/03,06/05,0.38,0
1039,Duke University,3.56,Bachelors,Dallas,F,N/A,0,N/A,2,ML Engineer,03/04,08/05,Lawyer,08/05,11/06,ML Engineer,02/07,10/09,5.87,0
1040,California Institute of Technology (Caltech),2.91,Masters,Phoenix,F,N/A,0,0,3,Teaching Assistant,03/04,05/05,Lawyer,07/05,04/07,N/A,N/A,N/A,8.94,1
1041,University of Kansas,2.24,Bachelors,San Jose,M,0.0,0,1,4,Teaching Assistant,04/09,04/11,N/A,N/A,N/A,N/A,N/A,N/A,9.56,1
1042,Ohio State University,3.71,PhD,New York City,F,N/A,1,0,3,Senior SWE,02/05,06/06,N/A,N/A,N/A,N/A,N/A,N/A,0.04,0
1043,University of Kansas,2.88,Masters,New York City,M,N/A,1,1,4,Research Assistant,12/00,02/03,Senior Data Scientist,05/03,05/05,Junior Data Scientist,08/05,08/07,5.03,1
1044,University of Pittsburgh,2.0,Masters,San Diego,M,0.0,0,1,4,Teaching Assistant,04/06,07/07,Junior SWE,10/07,09/08,Lawyer,09/08,04/09,1.64,0
1045,University of South Carolina,3.91,Bachelors,New York City,F,1.0,1,0,1,Junior Data Scientist,09/06,02/08,Teaching Assistant,05/08,09/10,Lawyer,09/10,12/10,9.98,0
1046,Georgia Institute of Technology (Georgia Tech),2.4,PhD,Los Angeles,N/A,1.0,1,1,0,Junior SWE,07/04,07/05,N/A,N/A,N/A,N/A,N/A,N/A,0.23,0
1047,Columbia University,3.37,PhD,Dallas,M,1.0,0,N/A,3,Senior Data Scientist,04/05,01/07,Senior SWE,01/07,07/09,Junior SWE,10/09,03/12,0.11,1
1048,University of Colorado Boulder,2.26,Masters,San Antonio,F,1.0,1,N/A,2,Teaching Assistant,10/05,10/07,Junior Data Scientist,01/08,12/09,Senior SWE,01/10,02/12,8.78,0
1049,University of Cincinnati,3.29,PhD,Phoenix,N/A,0.0,1,N/A,4,Senior SWE,11/05,02/07,N/A,N/A,N/A,N/A,N/A,N/A,0.67,0
1050,Massachusetts Institute of Technology (MIT),2.31,Masters,San Antonio,M,N/A,0,0,1,Junior SWE,11/07,04/10,Lawyer,06/10,04/11,Senior SWE,05/11,03/13,5.63,1
1051,University of South Carolina,3.86,Masters,Dallas,F,1.0,1,N/A,2,Lawyer,04/09,01/10,Junior SWE,02/10,09/12,Senior SWE,10/12,12/14,3.38,0
1052,Purdue University,2.54,Masters,Los Angeles,M,N/A,1,1,1,Senior Data Scientist,10/05,12/07,Senior Data Scientist,02/08,09/08,Research Assistant,10/08,01/10,0.39,1
1053,Georgia Institute of Technology (Georgia Tech),3.3,Bachelors,Philadelphia,N/A,0.0,0,N/A,1,Teaching Assistant,10/05,01/06,Senior Data Scientist,02/06,07/07,Research Assistant,07/07,12/08,3.26,0
1054,University of Miami,2.5,Bachelors,San Jose,N/A,N/A,1,N/A,0,Senior Data Scientist,05/00,03/02,ML Engineer,03/02,06/04,Lawyer,07/04,04/07,2.71,0
1055,Iowa State University,2.74,Masters,New York City,M,N/A,0,1,1,Junior Data Scientist,12/04,02/06,Senior Data Scientist,04/06,07/07,N/A,N/A,N/A,1.54,1
1056,Princeton University,3.8,PhD,Los Angeles,N/A,0.0,1,1,2,Lawyer,07/02,03/03,Senior SWE,04/03,10/05,Senior SWE,12/05,05/07,5.88,0
1057,University of Minnesota Twin Cities,2.33,PhD,San Antonio,F,1.0,1,1,3,Lawyer,07/07,11/09,Junior SWE,12/09,11/10,Junior SWE,12/10,05/13,2.07,0
1058,New York University (NYU),2.79,PhD,Phoenix,M,0.0,1,1,3,Teaching Assistant,02/09,01/10,Junior SWE,02/10,09/12,Research Assistant,12/12,04/15,9.9,1
1059,Pennsylvania State University,2.61,Masters,San Jose,F,N/A,1,0,2,Junior SWE,07/08,02/09,Senior SWE,04/09,05/10,N/A,N/A,N/A,2.83,0
1060,University of Minnesota Twin Cities,3.39,PhD,New York City,N/A,1.0,1,0,1,Senior SWE,03/06,03/08,Lawyer,04/08,12/09,Teaching Assistant,03/10,10/11,2.83,0
1061,Rutgers University,2.46,Masters,San Diego,F,1.0,1,1,3,ML Engineer,11/06,11/08,Junior SWE,12/08,03/11,Senior SWE,05/11,04/12,5.65,0
1062,Princeton University,3.31,PhD,Los Angeles,F,0.0,1,1,4,Teaching Assistant,01/00,02/01,ML Engineer,04/01,10/03,N/A,N/A,N/A,2.63,0
1063,Yale University,3.4,Bachelors,Los Angeles,F,1.0,0,0,2,Senior SWE,09/01,12/03,Lawyer,12/03,10/05,Teaching Assistant,11/05,12/06,7.57,1
1064,University of Georgia,2.0,Bachelors,New York City,N/A,N/A,0,0,2,Junior SWE,01/05,10/06,Junior SWE,12/06,06/08,Senior Data Scientist,07/08,04/10,8.69,0
1065,Princeton University,2.95,Masters,Houston,N/A,N/A,1,1,3,Teaching Assistant,08/07,04/10,N/A,N/A,N/A,N/A,N/A,N/A,2.51,0
1066,Cornell University,2.26,Masters,San Diego,F,N/A,0,1,3,Senior Data Scientist,09/02,05/03,N/A,N/A,N/A,N/A,N/A,N/A,4.81,0
1067,University of Alabama,2.45,Masters,Phoenix,N/A,1.0,1,1,4,Junior SWE,01/06,05/08,N/A,N/A,N/A,N/A,N/A,N/A,3.6,0
1068,University of Massachusetts Amherst,3.35,PhD,Los Angeles,F,N/A,1,0,0,Senior Data Scientist,07/04,03/06,ML Engineer,05/06,01/09,N/A,N/A,N/A,8.72,0
1069,Rice University,2.01,PhD,Philadelphia,N/A,1.0,0,0,0,Junior SWE,08/02,10/04,Research Assistant,11/04,08/06,Senior SWE,08/06,04/07,1.11,0
1070,University of Hawaii at Manoa,3.39,Bachelors,Dallas,F,N/A,1,N/A,0,Senior Data Scientist,03/03,01/04,Teaching Assistant,04/04,12/06,Senior SWE,03/07,08/08,9.56,0
1071,Ohio State University,3.63,PhD,Los Angeles,F,N/A,0,0,0,Junior SWE,08/09,05/11,Teaching Assistant,08/11,07/12,Lawyer,08/12,04/13,0.91,0
1072,University of Miami,3.97,Bachelors,Phoenix,F,N/A,0,N/A,0,Research Assistant,01/01,05/01,Lawyer,05/01,08/03,Junior Data Scientist,09/03,03/04,8.35,0
1073,University of Georgia,2.84,Bachelors,San Diego,F,0.0,1,1,0,Senior Data Scientist,01/07,05/07,Lawyer,06/07,02/08,Senior SWE,02/08,03/09,2.93,1
1074,University of Chicago,2.26,Bachelors,Chicago,N/A,1.0,0,N/A,1,Teaching Assistant,04/08,04/10,ML Engineer,04/10,12/11,Teaching Assistant,01/12,03/14,3.25,0
1075,University of Delaware,2.14,PhD,Dallas,M,N/A,0,N/A,0,Junior SWE,08/07,01/09,ML Engineer,03/09,01/11,Senior SWE,02/11,12/11,6.95,1
1076,Indiana University Bloomington,2.76,Masters,Phoenix,N/A,0.0,1,N/A,2,Junior Data Scientist,05/05,03/06,Senior Data Scientist,06/06,10/08,Teaching Assistant,11/08,10/10,5.6,0
1077,University of Tennessee Knoxville,3.46,Bachelors,Dallas,F,0.0,0,1,3,Teaching Assistant,11/08,03/09,Senior SWE,05/09,01/12,Lawyer,02/12,02/13,7.5,0
1078,University of Kentucky,2.2,Bachelors,San Jose,F,1.0,1,0,4,Senior SWE,04/01,11/01,Senior SWE,11/01,09/03,Senior SWE,10/03,06/05,6.39,1
1079,University of Oklahoma,2.62,Bachelors,San Antonio,M,1.0,1,0,0,Teaching Assistant,11/04,04/06,N/A,N/A,N/A,N/A,N/A,N/A,0.67,1
1080,University of Washington,3.76,Bachelors,Houston,F,1.0,1,1,1,Lawyer,07/04,05/06,N/A,N/A,N/A,N/A,N/A,N/A,1.22,0
1081,University of Miami,2.27,Masters,San Jose,F,N/A,1,N/A,3,Junior SWE,11/08,05/09,Teaching Assistant,07/09,11/10,ML Engineer,12/10,09/12,9.73,0
1082,University of Texas at Austin,3.54,PhD,Philadelphia,N/A,N/A,0,0,4,Senior SWE,03/00,09/02,Senior Data Scientist,11/02,10/04,Junior Data Scientist,01/05,10/06,1.48,0
1083,Vanderbilt University,3.5,Masters,Los Angeles,N/A,0.0,0,1,3,Junior Data Scientist,09/09,10/10,Lawyer,12/10,02/13,Teaching Assistant,03/13,10/15,3.6,0
1084,University of Miami,2.26,Masters,Dallas,N/A,0.0,1,N/A,1,Junior Data Scientist,01/08,02/10,N/A,N/A,N/A,N/A,N/A,N/A,2.22,0
1085,University of Southern California (USC),3.98,PhD,San Diego,F,1.0,0,N/A,1,Lawyer,08/09,02/10,N/A,N/A,N/A,N/A,N/A,N/A,9.16,0
1086,University of Chicago,2.28,Masters,San Diego,N/A,1.0,1,0,3,Junior SWE,11/09,04/10,Senior Data Scientist,06/10,07/11,N/A,N/A,N/A,4.22,0
1087,Boston University,3.06,PhD,Philadelphia,N/A,0.0,1,1,1,Teaching Assistant,11/07,11/09,ML Engineer,01/10,05/12,Lawyer,08/12,08/13,5.89,0
1088,Michigan State University,2.01,PhD,Houston,F,1.0,1,1,0,Junior Data Scientist,07/07,01/10,ML Engineer,04/10,08/10,Senior SWE,08/10,09/12,3.75,1
1089,Emory University,3.3,Masters,Los Angeles,N/A,0.0,1,1,0,Lawyer,05/08,09/09,N/A,N/A,N/A,N/A,N/A,N/A,8.66,0
1090,Northwestern University,2.88,Masters,Los Angeles,N/A,1.0,1,N/A,0,ML Engineer,03/08,07/08,N/A,N/A,N/A,N/A,N/A,N/A,0.46,0
1091,Florida State University,3.44,Bachelors,Phoenix,F,0.0,1,1,2,Research Assistant,09/07,01/08,N/A,N/A,N/A,N/A,N/A,N/A,3.92,0
1092,Princeton University,3.25,Masters,San Antonio,M,0.0,0,N/A,4,Junior SWE,08/07,11/08,Research Assistant,01/09,02/11,Teaching Assistant,05/11,07/12,9.39,1
1093,University of Houston,2.3,PhD,Philadelphia,F,0.0,0,1,4,Junior SWE,04/00,12/01,Senior SWE,02/02,07/03,Junior Data Scientist,07/03,01/04,4.4,0
1094,University of Chicago,2.82,Bachelors,Phoenix,M,0.0,0,0,4,Junior SWE,01/03,01/05,Teaching Assistant,03/05,05/07,Teaching Assistant,06/07,11/07,1.81,0
1095,University of Chicago,3.37,Bachelors,San Jose,F,1.0,1,N/A,0,Lawyer,01/02,12/03,Senior Data Scientist,03/04,06/05,Senior SWE,07/05,01/07,9.06,1
1096,University of Kansas,3.71,Masters,New York City,F,1.0,1,1,3,Junior SWE,01/05,05/07,ML Engineer,05/07,08/07,Senior Data Scientist,10/07,01/08,4.97,1
