Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
910,University of Georgia,3.38,Masters,Chicago,N/A,0.0,1,N/A,3,Teaching Assistant,06/04,10/05,Senior Data Scientist,10/05,06/06,N/A,N/A,N/A
911,University of Colorado Boulder,3.02,Masters,New York City,N/A,N/A,0,0,0,Senior Data Scientist,10/05,04/06,Junior SWE,06/06,01/07,Lawyer,02/07,09/07
912,Rutgers University,2.83,Masters,San Antonio,F,1.0,0,1,3,Lawyer,09/03,03/05,Junior Data Scientist,05/05,11/06,Research Assistant,12/06,07/07
913,Brown University,2.27,Bachelors,Houston,M,N/A,1,0,1,Lawyer,06/01,09/02,Teaching Assistant,10/02,09/03,Research Assistant,11/03,03/05
914,Louisiana State University (LSU),2.76,PhD,San Diego,M,N/A,1,1,3,ML Engineer,08/08,04/11,Junior SWE,06/11,05/13,Senior Data Scientist,05/13,07/15
915,University of Georgia,2.37,Bachelors,San Diego,M,0.0,0,N/A,2,Senior Data Scientist,03/09,09/10,Senior SWE,12/10,01/12,Lawyer,03/12,05/13
916,University of Notre Dame,3.27,PhD,San Diego,N/A,1.0,1,1,4,Research Assistant,10/05,02/07,Senior Data Scientist,02/07,02/09,N/A,N/A,N/A
917,University of Alabama,3.38,Masters,Philadelphia,N/A,0.0,0,N/A,0,Junior Data Scientist,02/02,08/02,Senior Data Scientist,08/02,06/04,ML Engineer,06/04,06/06
918,University of Iowa,3.29,PhD,Los Angeles,M,N/A,0,0,1,Senior Data Scientist,11/07,07/09,Senior Data Scientist,08/09,01/11,Research Assistant,01/11,10/11
919,Pennsylvania State University,3.99,PhD,Houston,M,N/A,1,N/A,0,ML Engineer,10/00,02/03,ML Engineer,03/03,08/03,Teaching Assistant,09/03,11/05
920,University of Oklahoma,3.1,Bachelors,San Antonio,N/A,N/A,1,N/A,0,Research Assistant,04/08,07/09,Teaching Assistant,09/09,02/10,N/A,N/A,N/A
921,Michigan State University,2.97,Masters,Los Angeles,M,1.0,0,1,3,Teaching Assistant,02/03,04/04,Senior Data Scientist,06/04,12/04,Lawyer,02/05,10/07
922,Arizona State University,2.28,Bachelors,Philadelphia,M,N/A,0,N/A,3,Research Assistant,01/05,02/07,Senior SWE,02/07,06/08,N/A,N/A,N/A
923,University of Alabama,2.62,Masters,San Antonio,N/A,N/A,1,0,0,Teaching Assistant,06/07,01/09,Junior SWE,02/09,11/10,Junior Data Scientist,11/10,02/13
924,Rutgers University,2.9,Masters,Dallas,F,0.0,0,N/A,2,Senior Data Scientist,07/07,06/09,Teaching Assistant,07/09,11/11,Research Assistant,02/12,06/14
925,University of Tennessee Knoxville,2.1,Masters,New York City,F,1.0,0,0,4,Junior Data Scientist,08/04,03/05,N/A,N/A,N/A,N/A,N/A,N/A
926,Dartmouth College,2.71,PhD,New York City,N/A,1.0,1,1,0,Junior Data Scientist,06/07,11/07,Teaching Assistant,12/07,07/08,Senior Data Scientist,08/08,11/09
927,University of Florida,2.01,Masters,Los Angeles,M,1.0,0,1,3,Senior Data Scientist,08/07,01/10,Senior Data Scientist,03/10,12/11,ML Engineer,01/12,08/14
928,University of Oregon,2.27,Masters,Phoenix,F,N/A,1,0,2,Lawyer,08/06,09/08,Senior SWE,11/08,12/09,Junior Data Scientist,12/09,03/11
929,University of Kansas,3.63,PhD,Chicago,N/A,N/A,1,1,2,Junior SWE,11/01,04/04,Junior SWE,06/04,02/06,N/A,N/A,N/A
930,University of Chicago,3.92,Masters,Chicago,F,1.0,1,1,3,ML Engineer,09/06,10/07,Senior Data Scientist,12/07,05/08,Lawyer,06/08,02/09
931,Brown University,3.01,Masters,Los Angeles,F,1.0,1,1,0,Senior SWE,03/00,11/02,Research Assistant,11/02,04/05,Senior Data Scientist,06/05,12/06
932,University of Missouri,2.98,PhD,New York City,M,N/A,0,N/A,1,Teaching Assistant,05/07,02/08,Senior Data Scientist,04/08,11/08,N/A,N/A,N/A
933,Duke University,3.36,Masters,New York City,F,0.0,1,N/A,1,Senior SWE,02/01,11/01,Research Assistant,01/02,01/04,Junior SWE,03/04,12/06
934,University of Pennsylvania,2.83,Masters,San Jose,N/A,0.0,1,1,3,Junior Data Scientist,05/02,07/03,Junior SWE,07/03,09/04,Senior SWE,11/04,06/05
935,University of Massachusetts Amherst,3.67,Masters,San Antonio,F,N/A,0,0,2,ML Engineer,10/05,06/07,Junior SWE,06/07,04/08,Research Assistant,07/08,01/10
936,University of New Mexico,2.97,Masters,Dallas,M,N/A,0,0,0,Junior SWE,01/00,10/01,ML Engineer,11/01,11/03,Junior SWE,12/03,01/05
937,Ohio State University,2.16,Bachelors,San Jose,N/A,0.0,0,N/A,0,Lawyer,07/09,10/10,Junior Data Scientist,12/10,08/13,Junior Data Scientist,08/13,11/14
938,Florida State University,2.06,Bachelors,San Antonio,N/A,0.0,1,1,4,ML Engineer,04/05,08/06,Senior Data Scientist,09/06,01/08,Junior Data Scientist,03/08,05/10
939,University of Houston,3.52,Bachelors,San Diego,M,N/A,0,N/A,0,Junior Data Scientist,07/08,02/09,Research Assistant,05/09,08/09,Senior Data Scientist,09/09,11/11
940,University of Virginia,2.58,Masters,Los Angeles,M,0.0,0,N/A,4,Senior SWE,11/09,01/11,Research Assistant,03/11,02/12,N/A,N/A,N/A
941,University of Houston,2.54,Bachelors,Dallas,F,0.0,1,0,2,Lawyer,01/03,03/04,ML Engineer,04/04,02/06,Lawyer,03/06,10/06
942,University of Minnesota Twin Cities,3.07,Bachelors,Los Angeles,N/A,N/A,0,0,1,Senior SWE,05/06,04/07,Senior SWE,04/07,01/08,N/A,N/A,N/A
943,Texas A&M University,2.33,Masters,San Antonio,N/A,N/A,0,0,1,Junior SWE,02/03,12/03,Teaching Assistant,01/04,06/05,N/A,N/A,N/A
944,University of Missouri,2.91,PhD,Dallas,F,N/A,1,1,3,Research Assistant,02/01,01/03,Junior SWE,02/03,03/04,N/A,N/A,N/A
945,Vanderbilt University,3.48,Bachelors,Philadelphia,M,0.0,1,1,2,ML Engineer,03/07,05/09,Lawyer,06/09,02/10,Research Assistant,04/10,03/12
946,Columbia University,3.53,Bachelors,San Jose,F,0.0,0,N/A,3,Junior Data Scientist,05/00,12/01,Senior SWE,01/02,07/04,Junior SWE,09/04,06/05
947,Iowa State University,3.09,PhD,Dallas,N/A,N/A,0,N/A,3,ML Engineer,07/00,07/01,Senior Data Scientist,08/01,09/02,Junior Data Scientist,10/02,12/04
948,Johns Hopkins University,2.22,PhD,San Antonio,F,N/A,1,0,1,Lawyer,04/05,06/06,Senior Data Scientist,07/06,03/09,Teaching Assistant,04/09,02/10
949,Iowa State University,2.22,Masters,Chicago,N/A,N/A,1,0,1,ML Engineer,03/08,02/10,Junior Data Scientist,04/10,02/12,Lawyer,03/12,07/12
950,Indiana University Bloomington,3.55,Masters,Phoenix,N/A,N/A,0,N/A,4,ML Engineer,12/07,06/08,Junior Data Scientist,08/08,11/09,Research Assistant,01/10,04/12
951,University of Oklahoma,3.64,Bachelors,San Jose,N/A,N/A,0,0,0,Junior SWE,07/08,01/11,Junior Data Scientist,02/11,03/12,N/A,N/A,N/A
952,University of New Mexico,2.73,Bachelors,San Antonio,F,1.0,0,0,1,ML Engineer,02/07,02/09,Research Assistant,05/09,12/09,Lawyer,12/09,04/12
953,Iowa State University,3.64,PhD,San Jose,M,N/A,1,0,2,Senior Data Scientist,05/00,06/01,Junior SWE,08/01,11/02,Junior Data Scientist,02/03,03/05
954,Louisiana State University (LSU),2.08,Bachelors,Chicago,M,N/A,0,0,2,Junior SWE,03/03,07/03,Senior SWE,08/03,05/04,ML Engineer,07/04,08/06
955,Georgetown University,3.43,Bachelors,Phoenix,M,N/A,1,0,4,Research Assistant,10/08,09/10,Junior SWE,09/10,06/12,Senior SWE,08/12,01/13
956,University of South Carolina,3.09,Masters,San Jose,F,N/A,1,1,0,Senior Data Scientist,12/02,07/04,Senior SWE,09/04,01/06,ML Engineer,03/06,10/07
957,Harvard University,3.97,Bachelors,San Diego,N/A,0.0,0,1,3,Lawyer,02/07,01/08,Teaching Assistant,04/08,03/09,Research Assistant,04/09,01/11
958,Ohio State University,2.2,Masters,Houston,N/A,0.0,1,0,0,ML Engineer,01/02,05/03,ML Engineer,08/03,03/04,Senior Data Scientist,04/04,11/04
959,University of Miami,3.66,Bachelors,Los Angeles,M,0.0,1,0,0,Senior SWE,08/00,04/02,Senior SWE,06/02,09/02,N/A,N/A,N/A
960,Pennsylvania State University,3.5,Masters,New York City,N/A,N/A,0,1,0,Junior Data Scientist,05/03,02/05,Junior Data Scientist,04/05,07/07,Senior SWE,09/07,04/10
961,Pennsylvania State University,2.59,Bachelors,San Diego,M,N/A,0,1,0,Research Assistant,12/06,09/07,ML Engineer,10/07,11/08,Junior Data Scientist,12/08,04/09
962,University of Utah,3.99,Bachelors,Houston,M,N/A,1,N/A,2,Senior SWE,11/07,02/10,N/A,N/A,N/A,N/A,N/A,N/A
963,University of Houston,2.89,Bachelors,Houston,F,0.0,1,1,4,Teaching Assistant,12/04,02/07,Junior Data Scientist,04/07,04/08,N/A,N/A,N/A
964,University of Central Florida,2.69,PhD,New York City,F,1.0,0,1,1,Lawyer,10/03,01/04,Research Assistant,02/04,07/06,Research Assistant,08/06,05/07
965,Columbia University,3.63,Masters,San Jose,N/A,1.0,1,1,3,ML Engineer,01/04,03/06,Junior Data Scientist,04/06,01/09,Junior Data Scientist,03/09,01/10
966,University of Texas at Austin,2.87,Masters,Chicago,M,N/A,1,0,4,Junior Data Scientist,02/09,03/10,Junior Data Scientist,04/10,12/12,N/A,N/A,N/A
967,Stanford University,3.98,Bachelors,Phoenix,M,0.0,1,1,1,ML Engineer,09/00,05/01,ML Engineer,06/01,12/03,Research Assistant,01/04,12/05
968,Virginia Tech,3.55,PhD,Phoenix,N/A,N/A,1,1,2,Teaching Assistant,11/06,03/09,Junior SWE,04/09,04/10,N/A,N/A,N/A
969,University of Arizona,2.47,Masters,San Jose,F,0.0,1,N/A,3,ML Engineer,02/05,10/05,Lawyer,11/05,03/08,N/A,N/A,N/A
970,Florida State University,3.62,Bachelors,San Antonio,M,0.0,0,N/A,2,Junior SWE,12/05,02/08,Senior Data Scientist,03/08,07/10,Lawyer,09/10,12/12
971,University of Washington,3.17,Bachelors,Los Angeles,N/A,0.0,1,1,2,Senior Data Scientist,09/05,12/06,ML Engineer,02/07,10/08,Lawyer,12/08,09/09
972,Princeton University,2.7,Masters,Phoenix,N/A,1.0,0,N/A,2,Senior SWE,01/02,09/03,Teaching Assistant,11/03,07/04,Research Assistant,08/04,08/05
973,University of Houston,3.42,PhD,Los Angeles,N/A,N/A,0,1,3,Senior Data Scientist,05/02,03/04,Senior Data Scientist,05/04,12/04,N/A,N/A,N/A
974,Rutgers University,3.26,PhD,San Diego,M,1.0,1,N/A,1,Junior SWE,02/06,01/07,Junior SWE,02/07,11/08,N/A,N/A,N/A
975,Dartmouth College,2.33,Bachelors,Chicago,M,0.0,0,N/A,0,Lawyer,12/06,05/07,N/A,N/A,N/A,N/A,N/A,N/A
976,University of Southern California (USC),2.27,PhD,San Antonio,F,N/A,0,1,4,ML Engineer,03/06,05/07,Junior Data Scientist,08/07,03/09,Research Assistant,04/09,06/10
977,Johns Hopkins University,2.41,Masters,San Jose,F,1.0,1,0,4,Teaching Assistant,06/05,07/07,Junior Data Scientist,07/07,06/09,Research Assistant,09/09,02/11
978,University of Cincinnati,2.41,PhD,San Diego,F,1.0,0,N/A,2,Senior Data Scientist,10/09,03/10,Research Assistant,05/10,01/11,Research Assistant,02/11,09/12
979,Dartmouth College,2.11,PhD,Los Angeles,M,1.0,1,N/A,0,Senior SWE,10/09,10/10,Research Assistant,11/10,09/12,Teaching Assistant,10/12,04/15
980,University of Colorado Boulder,2.7,Bachelors,New York City,F,1.0,0,0,4,Lawyer,05/08,10/10,Lawyer,11/10,07/13,Junior SWE,08/13,07/14
981,University of Chicago,2.56,Masters,Philadelphia,M,N/A,1,0,1,ML Engineer,04/04,06/05,Teaching Assistant,07/05,03/08,Lawyer,06/08,03/09
982,Virginia Tech,3.07,Bachelors,Chicago,M,0.0,1,1,1,Senior Data Scientist,08/03,08/04,ML Engineer,09/04,03/07,Senior SWE,05/07,11/07
983,Johns Hopkins University,2.64,PhD,Phoenix,N/A,1.0,0,N/A,3,Lawyer,07/09,01/10,Junior SWE,01/10,02/12,Teaching Assistant,04/12,10/13
984,University of Miami,3.4,Masters,Dallas,F,1.0,0,1,2,Senior SWE,06/04,04/05,Lawyer,06/05,04/06,Research Assistant,05/06,05/08
985,Michigan State University,2.57,Masters,Los Angeles,N/A,N/A,1,0,0,Teaching Assistant,06/02,09/04,Lawyer,09/04,04/07,N/A,N/A,N/A
986,University of Kansas,2.53,Masters,San Antonio,N/A,0.0,1,N/A,4,Senior SWE,06/06,11/07,Senior SWE,02/08,06/09,Teaching Assistant,06/09,07/11
987,University of Cincinnati,3.71,Bachelors,San Jose,N/A,N/A,0,1,1,Junior SWE,08/08,05/09,Research Assistant,06/09,08/11,Junior SWE,10/11,09/13
988,Boston University,3.97,Masters,San Antonio,F,1.0,0,1,0,Senior SWE,03/08,09/10,Junior SWE,10/10,04/12,Senior Data Scientist,06/12,12/12
989,University of Kansas,3.35,Bachelors,Chicago,N/A,0.0,0,0,1,Teaching Assistant,05/02,12/03,Lawyer,01/04,06/06,Teaching Assistant,09/06,04/09
990,Northwestern University,2.19,Bachelors,San Diego,F,0.0,0,1,1,Senior SWE,11/04,07/06,Lawyer,08/06,06/07,Senior SWE,08/07,04/09
991,University of Southern California (USC),3.92,PhD,San Jose,F,0.0,1,0,0,Research Assistant,10/01,03/03,Senior Data Scientist,04/03,12/03,N/A,N/A,N/A
992,University of Chicago,3.57,Masters,Philadelphia,F,0.0,0,N/A,4,Junior SWE,06/03,11/05,N/A,N/A,N/A,N/A,N/A,N/A
993,University of Minnesota Twin Cities,3.83,Masters,Philadelphia,F,0.0,0,1,2,Junior Data Scientist,10/08,02/11,Junior SWE,03/11,01/13,N/A,N/A,N/A
994,University of Southern California (USC),3.98,Bachelors,San Jose,M,1.0,0,0,1,Senior Data Scientist,12/00,10/02,Teaching Assistant,12/02,01/04,Senior SWE,01/04,11/05
995,University of Cincinnati,3.73,Bachelors,Phoenix,N/A,0.0,0,N/A,3,Junior SWE,11/02,01/05,Teaching Assistant,01/05,01/06,Senior SWE,04/06,04/07
996,Massachusetts Institute of Technology (MIT),2.25,Masters,Phoenix,N/A,1.0,0,N/A,3,Lawyer,11/03,08/04,ML Engineer,11/04,05/07,Junior Data Scientist,07/07,11/09
997,Georgetown University,3.73,Masters,Dallas,N/A,N/A,1,0,0,Lawyer,09/06,02/09,Lawyer,02/09,09/10,Senior Data Scientist,10/10,12/11
998,University of Florida,2.49,Bachelors,San Diego,N/A,1.0,0,N/A,3,Research Assistant,05/00,10/02,Research Assistant,11/02,07/03,Junior SWE,08/03,08/04
999,University of Cincinnati,3.42,PhD,San Diego,F,0.0,1,1,2,Teaching Assistant,04/01,12/03,Junior SWE,02/04,10/06,N/A,N/A,N/A
1000,Indiana University Bloomington,3.65,Masters,Philadelphia,M,1.0,0,1,3,Teaching Assistant,01/05,03/07,Research Assistant,05/07,07/08,Research Assistant,08/08,03/09
1001,University of Chicago,3.52,Bachelors,New York City,M,0.0,1,N/A,3,Teaching Assistant,05/02,10/03,N/A,N/A,N/A,N/A,N/A,N/A
1002,Pennsylvania State University,3.35,Masters,San Jose,F,1.0,1,N/A,2,Junior Data Scientist,11/04,05/07,Junior SWE,08/07,09/08,Junior Data Scientist,10/08,09/10
1003,University of Massachusetts Amherst,2.97,Bachelors,Dallas,N/A,0.0,1,N/A,0,Lawyer,07/04,02/07,ML Engineer,04/07,07/08,N/A,N/A,N/A
1004,University of New Mexico,3.15,Masters,Phoenix,F,1.0,1,N/A,2,Teaching Assistant,07/08,01/09,Junior SWE,04/09,04/11,Research Assistant,04/11,02/12
1005,Georgetown University,2.53,PhD,Philadelphia,M,1.0,0,1,1,Senior SWE,06/05,11/07,Lawyer,12/07,12/08,N/A,N/A,N/A
1006,New York University (NYU),2.82,PhD,San Jose,N/A,0.0,1,N/A,2,Junior Data Scientist,03/04,09/05,Senior Data Scientist,10/05,03/08,Junior Data Scientist,06/08,01/09
1007,University of Michigan,2.9,PhD,Houston,N/A,1.0,1,N/A,0,Senior SWE,08/07,03/08,ML Engineer,05/08,10/10,N/A,N/A,N/A
1008,University of Pennsylvania,3.26,Masters,San Antonio,M,0.0,1,0,3,Junior SWE,10/03,05/04,Research Assistant,05/04,04/06,ML Engineer,06/06,06/07
1009,Arizona State University,3.76,Masters,Phoenix,M,1.0,1,0,2,Senior SWE,01/00,01/02,ML Engineer,02/02,06/04,Research Assistant,09/04,09/06
1010,University of Miami,2.18,Masters,San Antonio,N/A,0.0,0,1,1,Teaching Assistant,02/09,12/10,ML Engineer,01/11,10/12,ML Engineer,10/12,08/14
1011,Michigan State University,3.03,Bachelors,San Jose,F,1.0,1,0,4,Junior Data Scientist,11/02,06/05,N/A,N/A,N/A,N/A,N/A,N/A
1012,University of Alabama,2.55,Masters,New York City,F,0.0,0,N/A,0,Junior SWE,03/05,11/05,Junior Data Scientist,02/06,04/08,Teaching Assistant,07/08,05/10
1013,University of Georgia,3.87,Bachelors,Philadelphia,F,1.0,1,1,1,Senior SWE,10/03,12/05,Lawyer,03/06,12/06,Junior SWE,02/07,11/09
1014,Stanford University,2.73,PhD,San Jose,F,N/A,0,1,2,Junior SWE,07/02,12/02,N/A,N/A,N/A,N/A,N/A,N/A
1015,University of South Carolina,3.9,PhD,New York City,F,1.0,0,1,4,Junior Data Scientist,08/00,01/02,Lawyer,02/02,12/03,Lawyer,12/03,07/05
1016,University of North Carolina at Chapel Hill,2.65,Masters,Phoenix,F,0.0,0,0,3,Junior Data Scientist,12/06,06/07,Lawyer,06/07,05/09,Senior SWE,06/09,08/10
1017,University of Pennsylvania,2.0,Masters,San Diego,F,N/A,1,0,1,Lawyer,02/04,07/04,Senior SWE,10/04,04/05,Lawyer,05/05,02/06
1018,University of Arizona,3.54,PhD,San Antonio,M,1.0,0,0,2,Senior SWE,04/00,08/02,Lawyer,11/02,04/04,ML Engineer,05/04,05/06
1019,Princeton University,3.46,PhD,Los Angeles,F,0.0,1,1,2,Lawyer,12/00,01/03,Teaching Assistant,03/03,08/05,Junior SWE,08/05,03/06
1020,University of Kentucky,3.46,PhD,New York City,F,0.0,0,N/A,0,Lawyer,12/09,11/10,ML Engineer,11/10,07/13,Senior Data Scientist,08/13,05/16
1021,Carnegie Mellon University,2.91,Bachelors,Houston,F,0.0,1,N/A,1,ML Engineer,08/04,04/05,Junior Data Scientist,06/05,03/07,ML Engineer,05/07,02/08
1022,University of Washington,3.32,Bachelors,Los Angeles,N/A,N/A,1,1,3,Senior Data Scientist,06/09,05/11,Lawyer,08/11,08/13,ML Engineer,09/13,12/15
1023,Purdue University,2.71,Masters,San Antonio,F,1.0,1,1,1,ML Engineer,04/06,10/07,Research Assistant,12/07,08/09,ML Engineer,08/09,12/09
1024,Vanderbilt University,2.12,Bachelors,Dallas,N/A,1.0,0,N/A,1,Senior Data Scientist,12/01,06/04,Junior Data Scientist,08/04,12/04,Research Assistant,12/04,09/06
1025,Johns Hopkins University,3.06,PhD,San Antonio,N/A,1.0,1,N/A,1,ML Engineer,05/05,12/07,Junior Data Scientist,02/08,07/08,Senior Data Scientist,07/08,05/10
1026,Rutgers University,2.43,Bachelors,Houston,M,0.0,0,0,0,Senior Data Scientist,02/08,03/09,Junior SWE,04/09,03/11,Senior Data Scientist,05/11,02/13
1027,Harvard University,2.85,PhD,New York City,M,N/A,1,N/A,1,Research Assistant,03/09,02/11,Senior SWE,04/11,10/12,Lawyer,12/12,06/15
1028,Indiana University Bloomington,2.42,Masters,San Antonio,N/A,N/A,1,N/A,0,Junior Data Scientist,01/04,05/06,Research Assistant,06/06,11/07,Junior Data Scientist,01/08,12/09
1029,Johns Hopkins University,2.53,Bachelors,San Diego,M,1.0,0,N/A,3,Teaching Assistant,08/02,08/04,Junior SWE,08/04,03/05,Research Assistant,05/05,11/06
1030,University of Pennsylvania,3.65,PhD,Los Angeles,N/A,1.0,0,0,3,Senior Data Scientist,09/09,01/11,Senior Data Scientist,04/11,09/13,Senior SWE,11/13,08/14
1031,University of North Carolina at Chapel Hill,2.67,PhD,Los Angeles,N/A,0.0,1,1,2,Lawyer,08/09,01/11,Research Assistant,03/11,06/12,Senior Data Scientist,08/12,05/13
1032,Duke University,3.15,Masters,San Diego,M,0.0,1,N/A,2,Senior SWE,04/00,06/02,Research Assistant,06/02,06/04,Senior SWE,08/04,08/06
1033,Michigan State University,3.13,Bachelors,Philadelphia,M,1.0,1,N/A,0,Junior Data Scientist,08/06,12/08,Senior SWE,02/09,10/11,N/A,N/A,N/A
1034,Stanford University,2.97,Bachelors,Phoenix,F,0.0,1,0,0,Senior SWE,06/05,08/07,Research Assistant,10/07,02/10,Lawyer,03/10,11/10
1035,Harvard University,2.68,Masters,New York City,N/A,0.0,0,0,4,Teaching Assistant,04/01,10/03,Senior SWE,12/03,07/04,Junior SWE,09/04,06/06
1036,University of South Carolina,3.36,PhD,Philadelphia,N/A,N/A,1,1,3,Junior Data Scientist,10/09,05/12,Teaching Assistant,07/12,06/13,Teaching Assistant,08/13,10/14
1037,University of Texas at Austin,2.09,Bachelors,Houston,F,N/A,0,0,4,Research Assistant,01/00,01/02,N/A,N/A,N/A,N/A,N/A,N/A
1038,Rice University,2.19,Masters,Philadelphia,N/A,1.0,1,N/A,1,Senior Data Scientist,05/01,02/03,Teaching Assistant,03/03,07/03,ML Engineer,07/03,06/05
1039,Duke University,3.56,Bachelors,Dallas,F,N/A,0,N/A,2,ML Engineer,03/04,08/05,Lawyer,08/05,11/06,ML Engineer,02/07,10/09
1040,California Institute of Technology (Caltech),2.91,Masters,Phoenix,F,N/A,0,0,3,Teaching Assistant,03/04,05/05,Lawyer,07/05,04/07,N/A,N/A,N/A
1041,University of Kansas,2.24,Bachelors,San Jose,M,0.0,0,1,4,Teaching Assistant,04/09,04/11,N/A,N/A,N/A,N/A,N/A,N/A
1042,Ohio State University,3.71,PhD,New York City,F,N/A,1,0,3,Senior SWE,02/05,06/06,N/A,N/A,N/A,N/A,N/A,N/A
1043,University of Kansas,2.88,Masters,New York City,M,N/A,1,1,4,Research Assistant,12/00,02/03,Senior Data Scientist,05/03,05/05,Junior Data Scientist,08/05,08/07
1044,University of Pittsburgh,2.0,Masters,San Diego,M,0.0,0,1,4,Teaching Assistant,04/06,07/07,Junior SWE,10/07,09/08,Lawyer,09/08,04/09
1045,University of South Carolina,3.91,Bachelors,New York City,F,1.0,1,0,1,Junior Data Scientist,09/06,02/08,Teaching Assistant,05/08,09/10,Lawyer,09/10,12/10
1046,Georgia Institute of Technology (Georgia Tech),2.4,PhD,Los Angeles,N/A,1.0,1,1,0,Junior SWE,07/04,07/05,N/A,N/A,N/A,N/A,N/A,N/A
1047,Columbia University,3.37,PhD,Dallas,M,1.0,0,N/A,3,Senior Data Scientist,04/05,01/07,Senior SWE,01/07,07/09,Junior SWE,10/09,03/12
1048,University of Colorado Boulder,2.26,Masters,San Antonio,F,1.0,1,N/A,2,Teaching Assistant,10/05,10/07,Junior Data Scientist,01/08,12/09,Senior SWE,01/10,02/12
1049,University of Cincinnati,3.29,PhD,Phoenix,N/A,0.0,1,N/A,4,Senior SWE,11/05,02/07,N/A,N/A,N/A,N/A,N/A,N/A
1050,Massachusetts Institute of Technology (MIT),2.31,Masters,San Antonio,M,N/A,0,0,1,Junior SWE,11/07,04/10,Lawyer,06/10,04/11,Senior SWE,05/11,03/13
1051,University of South Carolina,3.86,Masters,Dallas,F,1.0,1,N/A,2,Lawyer,04/09,01/10,Junior SWE,02/10,09/12,Senior SWE,10/12,12/14
1052,Purdue University,2.54,Masters,Los Angeles,M,N/A,1,1,1,Senior Data Scientist,10/05,12/07,Senior Data Scientist,02/08,09/08,Research Assistant,10/08,01/10
1053,Georgia Institute of Technology (Georgia Tech),3.3,Bachelors,Philadelphia,N/A,0.0,0,N/A,1,Teaching Assistant,10/05,01/06,Senior Data Scientist,02/06,07/07,Research Assistant,07/07,12/08
1054,University of Miami,2.5,Bachelors,San Jose,N/A,N/A,1,N/A,0,Senior Data Scientist,05/00,03/02,ML Engineer,03/02,06/04,Lawyer,07/04,04/07
1055,Iowa State University,2.74,Masters,New York City,M,N/A,0,1,1,Junior Data Scientist,12/04,02/06,Senior Data Scientist,04/06,07/07,N/A,N/A,N/A
1056,Princeton University,3.8,PhD,Los Angeles,N/A,0.0,1,1,2,Lawyer,07/02,03/03,Senior SWE,04/03,10/05,Senior SWE,12/05,05/07
1057,University of Minnesota Twin Cities,2.33,PhD,San Antonio,F,1.0,1,1,3,Lawyer,07/07,11/09,Junior SWE,12/09,11/10,Junior SWE,12/10,05/13
1058,New York University (NYU),2.79,PhD,Phoenix,M,0.0,1,1,3,Teaching Assistant,02/09,01/10,Junior SWE,02/10,09/12,Research Assistant,12/12,04/15
1059,Pennsylvania State University,2.61,Masters,San Jose,F,N/A,1,0,2,Junior SWE,07/08,02/09,Senior SWE,04/09,05/10,N/A,N/A,N/A
1060,University of Minnesota Twin Cities,3.39,PhD,New York City,N/A,1.0,1,0,1,Senior SWE,03/06,03/08,Lawyer,04/08,12/09,Teaching Assistant,03/10,10/11
1061,Rutgers University,2.46,Masters,San Diego,F,1.0,1,1,3,ML Engineer,11/06,11/08,Junior SWE,12/08,03/11,Senior SWE,05/11,04/12
1062,Princeton University,3.31,PhD,Los Angeles,F,0.0,1,1,4,Teaching Assistant,01/00,02/01,ML Engineer,04/01,10/03,N/A,N/A,N/A
